tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
Greece Open Athens 2004,2004-01-29,MA Lin,JOVER Sebastien,4,2,"11,14,5,11,5,11|8,12,11,8,11,6",R64,GRAND_SLAM,MS,1649,Main Draw,MA Lin (CHN),JOVER Sebastien (FRA)
Greece Open Athens 2004,2004-01-29,FAZEKAS Peter/PAZSY Ferenc,PIACENTINI Valentino/YANG Min,3,0,"11,11,11|4,5,6",QR32,GRAND_SLAM,MD,1649,Qualification,FAZEKAS Peter (HUN) / PAZSY Ferenc (HUN),PIACENTINI Valentino (ITA) / YANG Min (ITA)
Greece Open Athens 2004,2004-01-29,KONG Linghui/WANG Hao,KISHIKAWA Seiya/SAKAMOTO Ryusuke,4,1,"9,11,11,11,11|11,6,6,2,7",R16,GRAND_SLAM,MD,1649,Main Draw,KONG Linghui (CHN) / WANG Hao (CHN),KISHIKAWA Seiya (JPN) / SAKAMOTO Ryusuke (JPN)
Greece Open Athens 2004,2004-01-29,VYBORNY Richard/YUZAWA Ryo,GARDOS Krisztian/SIMONER Christoph,3,2,"11,8,11,8,11|6,11,9,11,6",QR64,GRAND_SLAM,MD,1649,Qualification,VYBORNY Richard (CZE) / YUZAWA Ryo (JPN),GARDOS Krisztian (AUT) / SIMONER Christoph (AUT)
Greece Open Athens 2004,2004-01-29,VYBORNY Richard/YUZAWA Ryo,HAKANSSON Fredrik/KARLSSON Peter,3,2,"11,8,11,10,11|8,11,9,12,8",QR32,GRAND_SLAM,MD,1649,Qualification,VYBORNY Richard (CZE) / YUZAWA Ryo (JPN),HAKANSSON Fredrik (SWE) / KARLSSON Peter (SWE)
Greece Open Athens 2004,2004-01-29,CHEN Qi/MA Lin,LEE Chulseung/RYU Seungmin,4,3,"12,8,11,11,11,5,11|14,11,6,9,5,11,6",SF,GRAND_SLAM,MD,1649,Main Draw,CHEN Qi (CHN) / MA Lin (CHN),LEE Chulseung (KOR) / RYU Seungmin (KOR)
Greece Open Athens 2004,2004-01-29,PERSSON Jorgen/WALDNER Jan-Ove,KIM Taehoon/YOON Jaeyoung,3,1,"16,11,11,11|18,5,6,8",QR32,GRAND_SLAM,MD,1649,Qualification,PERSSON Jorgen (SWE) / WALDNER Jan-Ove (SWE),KIM Taehoon (KOR) / YOON Jaeyoung (KOR)
Greece Open Athens 2004,2004-01-29,CARNEROS Alfredo/TORRES Daniel,CHEN Weixing/JOO Saehyuk,3,2,"11,10,7,11,15|1,12,11,8,13",QR32,GRAND_SLAM,MD,1649,Qualification,CARNEROS Alfredo (ESP) / TORRES Daniel (ESP),CHEN Weixing (AUT) / JOO Saehyuk (KOR)
Greece Open Athens 2004,2004-01-29,HEISTER Danny/KEEN Trinko,NEMETH Karoly/ZWICKL Daniel,3,0,"11,11,11|8,8,9",QR32,GRAND_SLAM,MD,1649,Qualification,HEISTER Danny (NED) / KEEN Trinko (NED),NEMETH Karoly (HUN) / ZWICKL Daniel (HUN)
Greece Open Athens 2004,2004-01-29,HEISTER Danny/KEEN Trinko,BENTSEN Allan/MONRAD Martin,3,0,"11,11,11|9,4,5",QR16,GRAND_SLAM,MD,1649,Qualification,HEISTER Danny (NED) / KEEN Trinko (NED),BENTSEN Allan (DEN) / MONRAD Martin (DEN)
Greece Open Athens 2004,2004-01-29,ERLANDSEN Geir/MOLDOVAN Istvan,MAIER Christoph/PRESSLMAYER Bernhard,3,2,"11,12,9,9,14|9,10,11,11,12",QR64,GRAND_SLAM,MD,1649,Qualification,ERLANDSEN Geir (NOR) / MOLDOVAN Istvan (NOR),MAIER Christoph (AUT) / PRESSLMAYER Bernhard (AUT)
Greece Open Athens 2004,2004-01-29,LUNDQVIST Jens/WANG Jianfeng,AL-MOHANNADI Ahmad Khalil/AL-RUMEIHI Mohamed,3,0,"11,11,11|8,4,6",QR64,GRAND_SLAM,MD,1649,Qualification,LUNDQVIST Jens (SWE) / WANG Jianfeng (NOR),AL-MOHANNADI Ahmad Khalil (QAT) / AL-RUMEIHI Mohamed (QAT)
Greece Open Athens 2004,2004-01-29,BENTSEN Allan/MONRAD Martin,ERLANDSEN Geir/MOLDOVAN Istvan,3,0,"13,11,12|11,7,10",QR32,GRAND_SLAM,MD,1649,Qualification,BENTSEN Allan (DEN) / MONRAD Martin (DEN),ERLANDSEN Geir (NOR) / MOLDOVAN Istvan (NOR)
Greece Open Athens 2004,2004-01-29,JAKAB Janos/MUSKO Peter,LUNDQVIST Jens/WANG Jianfeng,3,1,"11,11,4,11|5,8,11,8",QR32,GRAND_SLAM,MD,1649,Qualification,JAKAB Janos (HUN) / MUSKO Peter (HUN),LUNDQVIST Jens (SWE) / WANG Jianfeng (NOR)
Greece Open Athens 2004,2004-01-29,CHEN Qi/MA Lin,BLASZCZYK Lucjan/KRZESZEWSKI Tomasz,4,0,"11,11,11,11|6,2,3,7",QF,GRAND_SLAM,MD,1649,Main Draw,CHEN Qi (CHN) / MA Lin (CHN),BLASZCZYK Lucjan (POL) / KRZESZEWSKI Tomasz (POL)
Greece Open Athens 2004,2004-01-29,PERSSON Jorgen/WALDNER Jan-Ove,AL-JUMAN Mohamed/ALHAJJAI Waled Nasser,3,0,"11,11,11|3,2,4",QR64,GRAND_SLAM,MD,1649,Qualification,PERSSON Jorgen (SWE) / WALDNER Jan-Ove (SWE),AL-JUMAN Mohamed (QAT) / ALHAJJAI Waled Nasser (QAT)
Greece Open Athens 2004,2004-01-29,FAZEKAS Peter/PAZSY Ferenc,AL-HAMMADI Abdulla/AL-HAMMADI Hamad,3,2,"7,11,9,11,11|11,4,11,2,5",QR64,GRAND_SLAM,MD,1649,Qualification,FAZEKAS Peter (HUN) / PAZSY Ferenc (HUN),AL-HAMMADI Abdulla (QAT) / AL-HAMMADI Hamad (QAT)
Greece Open Athens 2004,2004-01-29,CRISAN Adrian/FLOREA Vasile,GIARDINA Umberto/MONDELLO Massimiliano,3,1,"11,11,8,11|3,8,11,9",QR64,GRAND_SLAM,MD,1649,Qualification,CRISAN Adrian (ROU) / FLOREA Vasile (ROU),GIARDINA Umberto (ITA) / MONDELLO Massimiliano (ITA)
Greece Open Athens 2004,2004-01-29,CIOTI Constantin/FILIMON Andrei,JOVER Sebastien/QUENTEL Dorian,3,0,"11,11,11|3,9,9",QR64,GRAND_SLAM,MD,1649,Qualification,CIOTI Constantin (ROU) / FILIMON Andrei (ROU),JOVER Sebastien (FRA) / QUENTEL Dorian (FRA)
Greece Open Athens 2004,2004-01-29,CRISAN Adrian/FLOREA Vasile,STEGER Bastian/WOSIK Torben,3,2,"11,11,10,9,11|9,7,12,11,9",QR32,GRAND_SLAM,MD,1649,Qualification,CRISAN Adrian (ROU) / FLOREA Vasile (ROU),STEGER Bastian (GER) / WOSIK Torben (GER)
Greece Open Athens 2004,2004-01-29,GARDOS Robert/LENGEROV Kostadin,CIOTI Constantin/FILIMON Andrei,3,1,"11,11,7,11|8,5,11,9",QR32,GRAND_SLAM,MD,1649,Qualification,GARDOS Robert (AUT) / LENGEROV Kostadin (AUT),CIOTI Constantin (ROU) / FILIMON Andrei (ROU)
Greece Open Athens 2004,2004-01-29,KUZMIN Fedor/LIVENTSOV Alexey,CABESTANY Cedrik/PHUNG Armand,3,1,"9,13,11,11|11,11,6,8",QR64,GRAND_SLAM,MD,1649,Qualification,KUZMIN Fedor (RUS) / LIVENTSOV Alexey (RUS),CABESTANY Cedrik (FRA) / PHUNG Armand (FRA)
Greece Open Athens 2004,2004-01-29,BOLL Timo/FEJER-KONNERTH Zoltan,KUZMIN Fedor/LIVENTSOV Alexey,3,1,"11,11,9,11|9,5,11,9",QR32,GRAND_SLAM,MD,1649,Qualification,BOLL Timo (GER) / FEJER-KONNERTH Zoltan (GER),KUZMIN Fedor (RUS) / LIVENTSOV Alexey (RUS)
Greece Open Athens 2004,2004-01-29,CHUANG Chih-Yuan/SMIRNOV Alexey,KLASEK Marek/OLEJNIK Martin,3,0,"11,11,11|6,6,8",QR32,GRAND_SLAM,MD,1649,Qualification,CHUANG Chih-Yuan (TPE) / SMIRNOV Alexey (RUS),KLASEK Marek (CZE) / OLEJNIK Martin (CZE)
Greece Open Athens 2004,2004-01-29,FAZEKAS Peter/PAZSY Ferenc,CHUANG Chih-Yuan/SMIRNOV Alexey,3,1,"11,8,11,11|7,11,6,6",QR16,GRAND_SLAM,MD,1649,Qualification,FAZEKAS Peter (HUN) / PAZSY Ferenc (HUN),CHUANG Chih-Yuan (TPE) / SMIRNOV Alexey (RUS)
Greece Open Athens 2004,2004-01-29,KONG Linghui/WANG Hao,GRUJIC Slobodan/KARAKASEVIC Aleksandar,4,0,"11,11,11,11|9,8,9,3",SF,GRAND_SLAM,MD,1649,Main Draw,KONG Linghui (CHN) / WANG Hao (CHN),GRUJIC Slobodan (SRB) / KARAKASEVIC Aleksandar (SRB)
Greece Open Athens 2004,2004-01-29,FETH Stefan/KEINATH Thomas,LAGOGIANNIS Konstantinos/PAPAGEORGIOU Konstantinos,3,2,"8,8,11,11,13|11,11,9,6,11",QR64,GRAND_SLAM,MD,1649,Qualification,FETH Stefan (GER) / KEINATH Thomas (SVK),LAGOGIANNIS Konstantinos (GRE) / PAPAGEORGIOU Konstantinos (GRE)
Greece Open Athens 2004,2004-01-29,PAVELKA Tomas/PLACHY Josef,FETH Stefan/KEINATH Thomas,3,2,"11,11,11,11,11|9,6,13,13,9",QR32,GRAND_SLAM,MD,1649,Qualification,PAVELKA Tomas (CZE) / PLACHY Josef (CZE),FETH Stefan (GER) / KEINATH Thomas (SVK)
Greece Open Athens 2004,2004-01-29,LEE Chulseung/RYU Seungmin,PERSSON Jorgen/WALDNER Jan-Ove,4,1,"11,11,7,11,11|7,8,11,6,8",R16,GRAND_SLAM,MD,1649,Main Draw,LEE Chulseung (KOR) / RYU Seungmin (KOR),PERSSON Jorgen (SWE) / WALDNER Jan-Ove (SWE)
Greece Open Athens 2004,2004-01-29,FUKUHARA Ai/HIURA Reiko,KO Somi,3,0,"12,11,11|10,6,6",QR32,GRAND_SLAM,WD,1649,Qualification,FUKUHARA Ai (JPN) / HIURA Reiko (JPN),KO Somi (KOR)
Greece Open Athens 2004,2004-01-29,HEINE Veronika/LIU Jia,DING Yan/LI Yun Fei,3,2,"8,6,11,11,11|11,11,4,6,8",QR16,GRAND_SLAM,WD,1649,Qualification,HEINE Veronika (AUT) / LIU Jia (AUT),DING Yan (ITA) / LI Yun Fei (BEL)
Greece Open Athens 2004,2004-01-29,PASKAUSKIENE Ruta/PRUSIENE Jolanta,LOGATZKAYA Tatyana/PAVLOVICH Veronika,4,3,"11,11,10,11,8,4,11|2,6,12,5,11,11,3",R16,GRAND_SLAM,WD,1649,Main Draw,PASKAUSKIENE Ruta (LTU) / PRUSIENE Jolanta (LTU),LOGATZKAYA Tatyana (BLR) / PAVLOVICH Veronika (BLR)
Greece Open Athens 2004,2004-01-29,GUO Yue/NIU Jianfeng,KIM Kyungah/YOON Sunae,4,0,"11,11,11,11|6,3,7,5",R16,GRAND_SLAM,WD,1649,Main Draw,GUO Yue (CHN) / NIU Jianfeng (CHN),KIM Kyungah (KOR) / YOON Sunae (KOR)
Greece Open Athens 2004,2004-01-29,GUO Yan (1982)/LI Ju,HEINE Veronika/LIU Jia,4,2,"11,11,11,9,11,11|7,3,13,11,3,8",R16,GRAND_SLAM,WD,1649,Main Draw,GUO Yan (1982) (CHN) / LI Ju (CHN),HEINE Veronika (AUT) / LIU Jia (AUT)
Greece Open Athens 2004,2004-01-29,GUO Yue/NIU Jianfeng,FUJINUMA Ai/UMEMURA Aya,4,1,"11,14,8,11,11|5,12,11,7,2",QF,GRAND_SLAM,WD,1649,Main Draw,GUO Yue (CHN) / NIU Jianfeng (CHN),FUJINUMA Ai (JPN) / UMEMURA Aya (JPN)
Greece Open Athens 2004,2004-01-29,GUO Yan (1982)/LI Ju,JEON Hyekyung/KIM Mookyo,4,1,"11,11,6,11,11|8,7,11,4,9",QF,GRAND_SLAM,WD,1649,Main Draw,GUO Yan (1982) (CHN) / LI Ju (CHN),JEON Hyekyung (KOR) / KIM Mookyo (KOR)
Greece Open Athens 2004,2004-01-29,GUO Yue/NIU Jianfeng,JING Junhong/LI Jiawei,4,1,"11,15,11,10,11|7,13,5,12,7",SF,GRAND_SLAM,WD,1649,Main Draw,GUO Yue (CHN) / NIU Jianfeng (CHN),JING Junhong (SGP) / LI Jiawei (SGP)
Greece Open Athens 2004,2004-01-29,GUO Yan (1982)/LI Ju,WANG Nan/ZHANG Yining,4,3,"12,4,11,11,6,5,13|10,11,9,9,11,11,11",SF,GRAND_SLAM,WD,1649,Main Draw,GUO Yan (1982) (CHN) / LI Ju (CHN),WANG Nan (CHN) / ZHANG Yining (CHN)
Greece Open Athens 2004,2004-01-29,GUO Yue/NIU Jianfeng,GUO Yan (1982)/LI Ju,4,1,"8,11,11,11,11|11,9,8,6,9",F,GRAND_SLAM,WD,1649,Main Draw,GUO Yue (CHN) / NIU Jianfeng (CHN),GUO Yan (1982) (CHN) / LI Ju (CHN)
Greece Open Athens 2004,2004-01-29,GOURIN Anne-Sophie/GRUNDISCH Carole,LI Qiangbing/PETZNER Martina,3,1,"7,11,13,11|11,8,11,6",QR64,GRAND_SLAM,WD,1649,Qualification,GOURIN Anne-Sophie (FRA) / GRUNDISCH Carole (FRA),LI Qiangbing (AUT) / PETZNER Martina (AUT)
Greece Open Athens 2004,2004-01-29,JONSSON Susanne/OLSSON Marie,GOURIN Anne-Sophie/GRUNDISCH Carole,3,2,"11,5,9,11,11|9,11,11,9,9",QR32,GRAND_SLAM,WD,1649,Qualification,JONSSON Susanne (SWE) / OLSSON Marie (SWE),GOURIN Anne-Sophie (FRA) / GRUNDISCH Carole (FRA)
Greece Open Athens 2004,2004-01-29,HEINE Veronika/LIU Jia,LEGAY Solene/MATTENET Audrey,3,0,"11,11,12|7,8,10",QR32,GRAND_SLAM,WD,1649,Qualification,HEINE Veronika (AUT) / LIU Jia (AUT),LEGAY Solene (FRA) / MATTENET Audrey (FRA)
Greece Open Athens 2004,2004-01-29,DING Yan/LI Yun Fei,KRAMER Tanja/ROBERTSON Laura,3,1,"9,11,15,11|11,8,13,8",QR32,GRAND_SLAM,WD,1649,Qualification,DING Yan (ITA) / LI Yun Fei (BEL),KRAMER Tanja (GER) / ROBERTSON Laura (GER)
Greece Open Athens 2004,2004-01-29,TAN Paey Fern/ZHANG Xueling,GOBEL Jessica/LANG Kristin,3,1,"11,11,14,11|9,3,16,3",QR32,GRAND_SLAM,WD,1649,Qualification,TAN Paey Fern (SGP) / ZHANG Xueling (SGP),GOBEL Jessica (GER) / LANG Kristin (GER)
Greece Open Athens 2004,2004-01-29,FUJII Hiroko/XU Yan,STRUSE Nicole/SCHALL Elke,3,0,"13,13,11|11,11,7",QR32,GRAND_SLAM,WD,1649,Qualification,FUJII Hiroko (JPN) / XU Yan (SGP),STRUSE Nicole (GER) / SCHALL Elke (GER)
Greece Open Athens 2004,2004-01-29,FUJII Hiroko/XU Yan,KROUSTALLI Maria/MAGOU Konstantina,3,0,"11,11,11|5,9,7",QR64,GRAND_SLAM,WD,1649,Qualification,FUJII Hiroko (JPN) / XU Yan (SGP),KROUSTALLI Maria (GRE) / MAGOU Konstantina (GRE)
Greece Open Athens 2004,2004-01-29,BATORFI Csilla/TOTH Krisztina,NEGRISOLI Laura/WANG Yu (YOB=1981),4,0,"11,11,11,11|6,6,8,3",R16,GRAND_SLAM,WD,1649,Main Draw,BATORFI Csilla (HUN) / TOTH Krisztina (HUN),NEGRISOLI Laura (ITA) / WANG Yu (YOB=1981) (ITA)
Greece Open Athens 2004,2004-01-29,WANG Nan/ZHANG Yining,BATORFI Csilla/TOTH Krisztina,4,3,"9,11,6,11,11,11,12|11,7,11,8,8,13,10",QF,GRAND_SLAM,WD,1649,Main Draw,WANG Nan (CHN) / ZHANG Yining (CHN),BATORFI Csilla (HUN) / TOTH Krisztina (HUN)
Greece Open Athens 2004,2004-01-29,ELLO Vivien/KERTAI Rita,FILI Christina/NTOULAKI Ekaterina,3,2,"9,11,11,10,11|11,4,6,12,7",QR64,GRAND_SLAM,WD,1649,Qualification,ELLO Vivien (HUN) / KERTAI Rita (HUN),FILI Christina (GRE) / NTOULAKI Ekaterina (GRE)
Greece Open Athens 2004,2004-01-29,FAZEKAS Maria/MOLNAR Zita,WAGGERMAYER Elena/MEDHAT Nermin,3,0,"11,11,11|6,8,5",QR64,GRAND_SLAM,WD,1649,Qualification,FAZEKAS Maria (HUN) / MOLNAR Zita (HUN),WAGGERMAYER Elena (AUT) / MEDHAT Nermin (EGY)
Greece Open Athens 2004,2004-01-29,BOROS Tamara/MOLNAR Cornelia,ELLO Vivien/KERTAI Rita,3,1,"11,9,11,11|4,11,8,5",QR32,GRAND_SLAM,WD,1649,Qualification,BOROS Tamara (CRO) / MOLNAR Cornelia (CRO),ELLO Vivien (HUN) / KERTAI Rita (HUN)
Greece Open Athens 2004,2004-01-29,KIM Kyungha/MOON Hyunjung,FAZEKAS Maria/MOLNAR Zita,3,1,"11,10,11,11|6,12,3,6",QR32,GRAND_SLAM,WD,1649,Qualification,KIM Kyungha (KOR) / MOON Hyunjung (KOR),FAZEKAS Maria (HUN) / MOLNAR Zita (HUN)
Greece Open Athens 2004,2004-01-29,JOHANSSON Frida/KRAVCHENKO Marina,AMBRUS Timea/GAJIC Jelena,3,1,"12,12,11,11|10,14,7,5",QR64,GRAND_SLAM,WD,1649,Qualification,JOHANSSON Frida (SWE) / KRAVCHENKO Marina (ISR),AMBRUS Timea (HUN) / GAJIC Jelena (SRB)
Greece Open Athens 2004,2004-01-29,KOSTROMINA Tatyana (1973)/PAVLOVICH Viktoria,JOHANSSON Frida/KRAVCHENKO Marina,3,0,"11,11,11|5,1,4",QR32,GRAND_SLAM,WD,1649,Qualification,KOSTROMINA Tatyana (1973) (BLR) / PAVLOVICH Viktoria (BLR),JOHANSSON Frida (SWE) / KRAVCHENKO Marina (ISR)
Greece Open Athens 2004,2004-01-29,NEGRISOLI Laura/WANG Yu (YOB=1981),LOVAS Petra/POTA Georgina,3,2,"11,5,10,11,11|6,11,12,4,9",QR32,GRAND_SLAM,WD,1649,Qualification,NEGRISOLI Laura (ITA) / WANG Yu (YOB=1981) (ITA),LOVAS Petra (HUN) / POTA Georgina (HUN)
Greece Open Athens 2004,2004-01-29,STEFANOVA Nikoleta/TAN Wenling,JONSSON Carina/WERSALL Caroline,3,1,"11,11,8,11|6,2,11,9",QR32,GRAND_SLAM,WD,1649,Qualification,STEFANOVA Nikoleta (ITA) / TAN Wenling (ITA),JONSSON Carina (SWE) / WERSALL Caroline (SWE)
Greece Open Athens 2004,2004-01-29,NEGRISOLI Laura/WANG Yu (YOB=1981),TAN Paey Fern/ZHANG Xueling,3,0,"11,12,11|8,10,5",QR16,GRAND_SLAM,WD,1649,Qualification,NEGRISOLI Laura (ITA) / WANG Yu (YOB=1981) (ITA),TAN Paey Fern (SGP) / ZHANG Xueling (SGP)
Greece Open Athens 2004,2004-01-29,FUKUHARA Ai/HIURA Reiko,STEFANOVA Nikoleta/TAN Wenling,3,1,"8,11,11,11|11,6,5,8",QR16,GRAND_SLAM,WD,1649,Qualification,FUKUHARA Ai (JPN) / HIURA Reiko (JPN),STEFANOVA Nikoleta (ITA) / TAN Wenling (ITA)
Greece Open Athens 2004,2004-01-29,JING Junhong/LI Jiawei,FUJITA Yuki/TANIGUCHI Naoko,4,3,"13,9,9,14,18,6,11|11,11,11,12,16,11,2",R16,GRAND_SLAM,WD,1649,Main Draw,JING Junhong (SGP) / LI Jiawei (SGP),FUJITA Yuki (JPN) / TANIGUCHI Naoko (JPN)
Greece Open Athens 2004,2004-01-29,WANG Nan/ZHANG Yining,FUKUHARA Ai/HIURA Reiko,4,1,"11,11,5,11,15|2,3,11,9,13",R16,GRAND_SLAM,WD,1649,Main Draw,WANG Nan (CHN) / ZHANG Yining (CHN),FUKUHARA Ai (JPN) / HIURA Reiko (JPN)
Greece Open Athens 2004,2004-01-29,FUJITA Yuki/TANIGUCHI Naoko,SCHOPP Jie/SHABAN Raya,3,1,"11,11,8,11|6,7,11,4",QR32,GRAND_SLAM,WD,1649,Qualification,FUJITA Yuki (JPN) / TANIGUCHI Naoko (JPN),SCHOPP Jie (GER) / SHABAN Raya (JOR)
Greece Open Athens 2004,2004-01-29,FUJITA Yuki/TANIGUCHI Naoko,KOSTROMINA Tatyana (1973)/PAVLOVICH Viktoria,3,2,"7,5,11,14,12|11,11,5,12,10",QR16,GRAND_SLAM,WD,1649,Qualification,FUJITA Yuki (JPN) / TANIGUCHI Naoko (JPN),KOSTROMINA Tatyana (1973) (BLR) / PAVLOVICH Viktoria (BLR)
Greece Open Athens 2004,2004-01-29,JEON Hyekyung/KIM Mookyo,MIROU Maria/VOLAKAKI Archontoula,4,1,"8,11,11,11,11|11,7,6,2,3",R16,GRAND_SLAM,WD,1649,Main Draw,JEON Hyekyung (KOR) / KIM Mookyo (KOR),MIROU Maria (GRE) / VOLAKAKI Archontoula (GRE)
Greece Open Athens 2004,2004-01-29,JEON Hyekyung/KIM Mookyo,CECHOVA Dana/VACENOVSKA Iveta,3,1,"11,11,8,11|3,5,11,8",QR32,GRAND_SLAM,WD,1649,Qualification,JEON Hyekyung (KOR) / KIM Mookyo (KOR),CECHOVA Dana (CZE) / VACENOVSKA Iveta (CZE)
Greece Open Athens 2004,2004-01-29,KIM Kyungah/YOON Sunae,COSTES Agathe/MIE Anne-Claire,3,0,"11,11,11|9,8,8",QR32,GRAND_SLAM,WD,1649,Qualification,KIM Kyungah (KOR) / YOON Sunae (KOR),COSTES Agathe (FRA) / MIE Anne-Claire (FRA)
Greece Open Athens 2004,2004-01-29,JEON Hyekyung/KIM Mookyo,JONSSON Susanne/OLSSON Marie,3,2,"10,11,11,7,11|12,7,5,11,5",QR16,GRAND_SLAM,WD,1649,Qualification,JEON Hyekyung (KOR) / KIM Mookyo (KOR),JONSSON Susanne (SWE) / OLSSON Marie (SWE)
Greece Open Athens 2004,2004-01-29,JING Junhong/LI Jiawei,PASKAUSKIENE Ruta/PRUSIENE Jolanta,4,2,"13,5,12,8,11,11|11,11,10,11,8,9",QF,GRAND_SLAM,WD,1649,Main Draw,JING Junhong (SGP) / LI Jiawei (SGP),PASKAUSKIENE Ruta (LTU) / PRUSIENE Jolanta (LTU)
Greece Open Athens 2004,2004-01-29,PASKAUSKIENE Ruta/PRUSIENE Jolanta,GATINSKA Katalina/KASABOVA Asya,3,0,"11,11,11|6,9,7",QR32,GRAND_SLAM,WD,1649,Qualification,PASKAUSKIENE Ruta (LTU) / PRUSIENE Jolanta (LTU),GATINSKA Katalina (BUL) / KASABOVA Asya (BUL)
Greece Open Athens 2004,2004-01-29,PASKAUSKIENE Ruta/PRUSIENE Jolanta,BOROS Tamara/MOLNAR Cornelia,3,1,"11,7,11,11|5,11,8,7",QR16,GRAND_SLAM,WD,1649,Qualification,PASKAUSKIENE Ruta (LTU) / PRUSIENE Jolanta (LTU),BOROS Tamara (CRO) / MOLNAR Cornelia (CRO)
Greece Open Athens 2004,2004-01-29,KIM Kyungah/YOON Sunae,FUJII Hiroko/XU Yan,3,1,"14,11,11,11|16,5,9,7",QR16,GRAND_SLAM,WD,1649,Qualification,KIM Kyungah (KOR) / YOON Sunae (KOR),FUJII Hiroko (JPN) / XU Yan (SGP)
Greece Open Athens 2004,2004-01-29,FUJINUMA Ai/UMEMURA Aya,RATHER Jasna/WANG Chen,4,3,"11,6,11,11,11,7,12|9,11,13,3,7,11,10",R16,GRAND_SLAM,WD,1649,Main Draw,FUJINUMA Ai (JPN) / UMEMURA Aya (JPN),RATHER Jasna (USA) / WANG Chen (USA)
Greece Open Athens 2004,2004-01-29,RATHER Jasna/WANG Chen,HAAN Simone/REGENWETTER Peggy,3,0,"12,11,11|10,7,6",QR32,GRAND_SLAM,WD,1649,Qualification,RATHER Jasna (USA) / WANG Chen (USA),HAAN Simone (LUX) / REGENWETTER Peggy (LUX)
Greece Open Athens 2004,2004-01-29,RATHER Jasna/WANG Chen,KIM Kyungha/MOON Hyunjung,3,0,"11,11,13|5,8,11",QR16,GRAND_SLAM,WD,1649,Qualification,RATHER Jasna (USA) / WANG Chen (USA),KIM Kyungha (KOR) / MOON Hyunjung (KOR)
